Orthogroup	Duplications (all)	Duplications (50% support)
OG0001395	1	0
OG0001396	4	3
OG0001397	2	1
OG0001398	3	3
OG0001399	4	3
OG0001400	5	4
OG0001401	5	3
OG0001402	4	4
OG0001403	3	1
OG0001404	3	2
OG0001405	5	5
OG0001406	4	4
OG0001407	2	1
OG0001408	4	4
OG0001409	4	4
OG0001410	4	2
OG0001411	2	1
OG0001412	4	4
OG0001413	3	3
OG0001414	4	4
OG0001415	2	1
OG0001416	1	1
OG0001417	4	2
OG0001418	3	2
OG0001419	3	2
OG0001420	2	2
OG0001421	5	5
OG0001422	2	1
OG0001423	3	3
OG0001424	2	2
OG0001425	2	1
OG0001426	2	1
OG0001427	4	4
OG0001428	4	4
OG0001429	4	4
OG0001430	5	5
OG0001431	4	4
OG0001432	3	1
OG0001433	2	1
OG0001434	3	3
OG0001435	3	2
OG0001436	4	3
OG0001437	3	2
OG0001438	4	4
OG0001439	2	0
OG0001440	17	17
OG0001441	4	4
OG0001442	4	2
OG0001443	3	2
OG0001444	3	2
OG0001445	7	7
OG0001446	3	1
OG0001447	2	0
OG0001448	3	3
OG0001449	3	3
OG0001450	3	2
OG0001451	4	4
OG0001452	4	4
OG0001453	4	4
OG0001454	3	3
OG0001455	3	3
OG0001456	5	5
OG0001457	4	4
OG0001458	3	3
OG0001459	4	4
OG0001460	5	5
OG0001461	4	4
OG0001462	3	2
OG0001463	4	4
OG0001464	3	2
OG0001465	3	2
OG0001466	1	1
OG0001467	4	4
OG0001468	4	2
OG0001469	3	2
OG0001470	4	3
OG0001471	3	3
OG0001472	3	2
OG0001473	2	0
OG0001474	3	2
OG0001475	2	0
OG0001476	4	3
OG0001477	2	1
OG0001478	4	2
OG0001479	3	2
OG0001480	4	2
OG0001481	2	1
OG0001482	3	2
OG0001483	2	1
OG0001484	3	2
OG0001485	4	3
OG0001486	3	3
OG0001487	3	3
OG0001488	3	2
OG0001489	3	3
OG0001490	4	4
OG0001491	4	4
OG0001492	2	0
OG0001493	3	2
OG0001494	2	1
OG0001495	4	4
OG0001496	4	4
OG0001497	4	4
OG0001498	3	1
OG0001499	3	3
OG0001500	3	2
OG0001501	4	4
OG0001502	4	4
OG0001503	2	2
OG0001504	2	2
OG0001505	4	2
OG0001506	2	0
OG0001507	3	2
OG0001508	3	2
OG0001509	3	2
OG0001510	2	2
OG0001511	3	1
OG0001512	2	2
OG0001513	4	3
OG0001514	2	0
OG0001515	4	4
OG0001516	4	3
OG0001517	4	4
OG0001518	4	3
OG0001519	3	2
OG0001520	2	1
OG0001521	6	6
OG0001522	3	3
OG0001523	2	0
OG0001524	3	3
OG0001525	2	1
OG0001526	2	0
OG0001527	3	1
OG0001528	3	2
OG0001529	3	2
OG0001530	3	1
OG0001531	5	5
OG0001532	8	5
OG0001533	2	1
OG0001534	3	2
OG0001535	3	3
OG0001536	2	1
OG0001537	1	0
OG0001538	4	1
OG0001539	1	0
OG0001540	3	1
OG0001541	4	3
OG0001542	3	2
OG0001543	4	4
OG0001544	1	0
OG0001545	2	1
OG0001546	3	3
OG0001547	5	5
OG0001548	5	5
OG0001549	3	3
OG0001550	4	4
OG0001551	3	3
OG0001552	3	3
OG0001553	4	3
OG0001554	3	3
OG0001555	5	5
OG0001556	6	5
OG0001557	8	8
OG0001558	2	1
OG0001559	2	0
OG0001560	4	4
OG0001561	3	2
OG0001562	3	2
OG0001563	4	4
OG0001564	4	4
OG0001565	3	3
OG0001566	4	4
OG0001567	4	4
OG0001568	3	3
OG0001569	3	2
OG0001570	4	3
OG0001571	4	4
OG0001572	3	3
OG0001573	2	0
OG0001574	22	19
OG0001575	11	11
OG0001576	3	1
OG0001577	3	2
OG0001578	5	5
OG0001579	10	9
OG0001580	14	13
OG0001581	9	6
OG0001582	17	17
OG0001583	3	1
OG0001584	3	3
OG0001585	3	3
OG0001586	3	2
OG0001587	13	13
OG0001588	2	2
OG0001589	1	1
OG0001590	1	0
OG0001591	1	0
OG0001592	1	1
OG0001593	3	2
OG0001594	4	4
OG0001595	3	3
OG0001596	3	2
OG0001597	4	4
OG0001598	2	2
OG0001599	3	3
OG0001600	3	3
OG0001601	3	3
OG0001602	3	3
OG0001603	4	4
OG0001604	3	3
OG0001605	2	1
OG0001606	3	3
OG0001607	2	1
OG0001608	3	3
OG0001609	2	2
OG0001610	3	3
OG0001611	3	3
OG0001612	3	3
OG0001613	3	3
OG0001614	2	1
OG0001615	2	1
OG0001616	3	2
OG0001617	2	2
OG0001618	1	0
OG0001619	2	0
OG0001620	2	1
OG0001621	3	3
OG0001622	1	0
OG0001623	2	2
OG0001624	1	0
OG0001625	2	1
OG0001626	3	2
OG0001627	2	1
OG0001628	2	2
OG0001629	4	3
OG0001630	3	2
OG0001631	3	3
OG0001632	2	1
OG0001633	3	3
OG0001634	3	3
OG0001635	6	3
OG0001636	2	0
OG0001637	3	3
OG0001638	3	3
OG0001639	3	1
OG0001640	5	4
OG0001641	3	3
OG0001642	3	3
OG0001643	3	3
OG0001644	2	2
OG0001645	3	3
OG0001646	3	3
OG0001647	3	1
OG0001648	3	3
OG0001649	2	0
OG0001650	2	2
OG0001651	4	3
OG0001652	2	2
OG0001653	2	1
OG0001654	2	1
OG0001655	2	1
OG0001656	4	4
OG0001657	3	1
OG0001658	4	3
OG0001659	3	3
OG0001660	3	3
OG0001661	3	3
OG0001662	1	0
OG0001663	4	4
OG0001664	2	1
OG0001665	2	1
OG0001666	3	3
OG0001667	2	1
OG0001668	2	2
OG0001669	3	3
OG0001670	3	3
OG0001671	1	0
OG0001672	3	3
OG0001673	3	3
OG0001674	3	2
OG0001675	2	2
OG0001676	3	3
OG0001677	3	3
OG0001678	3	3
OG0001679	4	4
OG0001680	4	4
OG0001681	1	0
OG0001682	3	2
OG0001683	3	3
OG0001684	3	3
OG0001685	2	1
OG0001686	3	2
OG0001687	3	3
OG0001688	3	3
OG0001689	3	3
OG0001690	3	3
OG0001691	2	1
OG0001692	2	1
OG0001693	3	3
OG0001694	3	2
OG0001695	2	2
OG0001696	1	0
OG0001697	4	4
OG0001698	3	2
OG0001699	3	3
OG0001700	2	2
OG0001701	1	0
OG0001702	3	3
OG0001703	2	0
OG0001704	1	1
OG0001705	3	2
OG0001706	4	3
OG0001707	3	3
OG0001708	3	3
OG0001709	4	4
OG0001710	3	3
OG0001711	3	3
OG0001712	2	1
OG0001713	3	1
OG0001714	3	2
OG0001715	2	2
OG0001716	2	1
OG0001717	1	0
OG0001718	2	1
OG0001719	2	0
OG0001720	3	3
OG0001721	3	3
OG0001722	26	23
OG0001723	2	2
OG0001724	3	3
OG0001725	3	1
OG0001726	2	2
OG0001727	1	1
OG0001728	2	0
OG0001729	1	0
OG0001730	3	2
OG0001731	2	1
OG0001732	3	3
OG0001733	3	2
OG0001734	1	0
OG0001735	2	1
OG0001736	5	5
OG0001737	6	5
OG0001738	3	3
OG0001739	3	3
OG0001740	2	1
OG0001741	2	2
OG0001742	3	3
OG0001743	2	1
OG0001744	3	3
OG0001745	3	3
OG0001746	4	2
OG0001747	3	1
OG0001748	3	2
OG0001749	2	2
OG0001750	2	2
OG0001751	2	1
OG0001752	2	1
OG0001753	1	1
OG0001754	2	1
OG0001755	3	3
OG0001756	3	3
OG0001757	3	3
OG0001758	2	1
OG0001759	1	0
OG0001760	3	2
OG0001761	3	3
OG0001762	3	2
OG0001763	3	3
OG0001764	2	2
OG0001765	3	3
OG0001766	1	0
OG0001767	3	3
OG0001768	3	3
OG0001769	16	15
OG0001770	2	2
OG0001771	4	3
OG0001772	2	2
OG0001773	2	0
OG0001774	3	2
OG0001775	3	3
OG0001776	2	2
OG0001777	3	2
OG0001778	3	1
OG0001779	3	1
OG0001780	3	3
OG0001781	2	1
OG0001782	3	3
OG0001783	3	3
OG0001784	2	1
OG0001785	3	3
OG0001786	3	3
OG0001787	3	3
OG0001788	4	4
OG0001789	2	2
OG0001790	3	3
OG0001791	1	0
OG0001792	3	3
OG0001793	3	3
OG0001794	3	3
OG0001795	2	1
OG0001796	4	4
OG0001797	1	0
OG0001798	2	2
OG0001799	3	3
OG0001800	3	3
OG0001801	3	3
OG0001802	3	3
OG0001803	1	1
OG0001804	3	3
OG0001805	3	3
OG0001806	3	3
OG0001807	2	2
OG0001808	4	3
OG0001809	3	3
OG0001810	3	2
OG0001811	3	3
OG0001812	20	11
OG0001813	3	3
OG0001814	3	2
OG0001815	1	0
OG0001816	3	2
OG0001817	3	1
OG0001818	2	0
OG0001819	3	3
OG0001820	3	2
OG0001821	3	3
OG0001822	3	1
OG0001823	2	1
OG0001824	3	2
OG0001825	2	0
OG0001826	3	3
OG0001827	3	3
OG0001828	3	3
OG0001829	2	1
OG0001830	4	4
OG0001831	3	3
OG0001832	2	1
OG0001833	2	2
OG0001834	3	3
OG0001835	3	1
OG0001836	3	3
OG0001837	3	3
OG0001838	3	3
OG0001839	2	1
OG0001840	3	3
OG0001841	2	0
OG0001842	2	1
OG0001843	3	3
OG0001844	2	1
OG0001845	3	3
OG0001846	4	4
OG0001847	1	0
OG0001848	1	0
OG0001849	2	2
OG0001850	2	1
OG0001851	2	2
OG0001852	3	2
OG0001853	1	0
OG0001854	3	2
OG0001855	2	0
OG0001856	3	3
OG0001857	3	3
OG0001858	3	3
OG0001859	3	3
OG0001860	1	0
OG0001861	4	4
OG0001862	2	1
OG0001863	3	3
OG0001864	3	3
OG0001865	4	2
OG0001866	1	0
OG0001867	3	3
OG0001868	3	3
OG0001869	3	3
OG0001870	2	1
OG0001871	3	3
OG0001872	3	3
OG0001873	3	3
OG0001874	3	3
OG0001875	2	2
OG0001876	3	2
OG0001877	2	1
OG0001878	4	3
OG0001879	4	3
OG0001880	1	0
OG0001881	1	1
OG0001882	2	1
OG0001883	3	3
OG0001884	3	3
OG0001885	1	0
OG0001886	4	4
OG0001887	2	1
OG0001888	2	0
OG0001889	3	2
OG0001890	6	6
OG0001891	3	2
OG0001892	3	2
OG0001893	2	2
OG0001894	2	2
OG0001895	4	3
OG0001896	3	3
OG0001897	4	3
OG0001898	2	1
OG0001899	2	1
OG0001900	2	1
OG0001901	3	3
OG0001902	3	3
OG0001903	3	2
OG0001904	3	2
OG0001905	3	3
OG0001906	2	1
OG0001907	3	3
OG0001908	2	2
OG0001909	3	3
OG0001910	2	0
OG0001911	2	0
OG0001912	1	0
OG0001913	3	3
OG0001914	3	3
OG0001915	4	2
OG0001916	3	1
OG0001917	1	0
OG0001918	4	3
OG0001919	0	0
OG0001920	2	2
OG0001921	2	1
OG0001922	1	0
OG0001923	2	0
OG0001924	1	0
OG0001925	1	1
OG0001926	3	3
OG0001927	4	4
OG0001928	3	3
OG0001929	2	2
OG0001930	4	3
OG0001931	3	3
OG0001932	3	2
OG0001933	3	3
OG0001934	3	3
OG0001935	3	3
OG0001936	2	1
OG0001937	1	1
OG0001938	4	3
OG0001939	3	3
OG0001940	3	3
OG0001941	3	3
OG0001942	3	3
OG0001943	3	1
OG0001944	3	3
OG0001945	3	3
OG0001946	2	2
OG0001947	3	3
OG0001948	3	3
OG0001949	7	6
OG0001950	4	3
OG0001951	3	3
OG0001952	5	2
OG0001953	3	3
OG0001954	3	3
OG0001955	1	0
OG0001956	5	4
OG0001957	3	3
OG0001958	3	3
OG0001959	2	1
OG0001960	2	2
OG0001961	3	3
OG0001962	3	3
OG0001963	1	0
OG0001964	3	3
OG0001965	2	1
OG0001966	3	3
OG0001967	3	3
OG0001968	3	3
OG0001969	3	3
OG0001970	3	3
OG0001971	3	2
OG0001972	2	0
OG0001973	2	0
OG0001974	3	1
OG0001975	2	2
OG0001976	3	3
OG0001977	1	0
OG0001978	1	1
OG0001979	3	2
OG0001980	2	1
OG0001981	3	2
OG0001982	2	2
OG0001983	2	2
OG0001984	3	2
OG0001985	3	2
OG0001986	1	1
OG0001987	3	2
OG0001988	2	2
OG0001989	3	3
OG0001990	2	2
OG0001991	3	3
OG0001992	2	2
OG0001993	3	2
OG0001994	2	1
OG0001995	2	2
OG0001996	3	3
OG0001997	3	2
OG0001998	3	3
OG0001999	3	3
OG0002000	2	1
OG0002001	2	2
OG0002002	3	3
OG0002003	1	0
OG0002004	4	4
OG0002005	2	2
OG0002006	3	3
OG0002007	3	3
OG0002008	1	1
OG0002009	2	2
OG0002010	1	0
OG0002011	2	1
OG0002012	4	4
OG0002013	1	0
OG0002014	1	0
OG0002015	5	5
OG0002016	2	1
OG0002017	7	7
OG0002018	3	3
OG0002019	2	1
OG0002020	1	1
OG0002021	8	8
OG0002022	4	3
OG0002023	31	29
OG0002024	18	18
OG0002025	36	36
OG0002026	2	2
OG0002027	2	2
OG0002028	3	2
OG0002029	1	1
OG0002030	2	2
OG0002031	2	2
OG0002032	2	2
OG0002033	2	2
OG0002034	2	1
OG0002035	2	2
OG0002036	2	2
OG0002037	2	2
OG0002038	1	0
OG0002039	2	1
OG0002040	2	2
OG0002041	2	1
OG0002042	2	2
OG0002043	2	2
OG0002044	1	0
OG0002045	2	2
OG0002046	3	3
OG0002047	2	2
OG0002048	1	1
OG0002049	2	1
OG0002050	2	1
OG0002051	2	2
OG0002052	3	3
OG0002053	2	2
OG0002054	2	2
OG0002055	2	2
OG0002056	18	13
OG0002057	2	2
OG0002058	2	2
OG0002059	2	2
OG0002060	2	2
OG0002061	2	2
OG0002062	3	3
OG0002063	3	2
OG0002064	2	2
OG0002065	2	2
OG0002066	2	2
OG0002067	2	2
OG0002068	2	2
OG0002069	2	2
OG0002070	2	2
OG0002071	2	2
OG0002072	2	1
OG0002073	2	2
OG0002074	4	3
OG0002075	2	2
OG0002076	2	2
OG0002077	2	2
OG0002078	2	2
OG0002079	1	1
OG0002080	2	2
OG0002081	2	1
OG0002082	2	2
OG0002083	2	2
OG0002084	3	3
OG0002085	1	1
OG0002086	2	1
OG0002087	3	3
OG0002088	1	0
OG0002089	2	1
OG0002090	2	1
OG0002091	2	2
OG0002092	2	2
OG0002093	2	2
OG0002094	2	2
OG0002095	2	2
OG0002096	2	2
OG0002097	2	1
OG0002098	2	0
OG0002099	1	0
OG0002100	2	2
OG0002101	2	2
OG0002102	2	2
OG0002103	2	2
OG0002104	2	2
OG0002105	1	1
OG0002106	2	2
OG0002107	1	1
OG0002108	1	0
OG0002109	2	2
OG0002110	2	1
OG0002111	2	2
OG0002112	2	1
OG0002113	2	2
OG0002114	3	1
OG0002115	2	2
OG0002116	2	2
OG0002117	1	0
OG0002118	2	2
OG0002119	2	1
OG0002120	3	3
OG0002121	3	3
OG0002122	2	2
OG0002123	1	1
OG0002124	2	2
OG0002125	2	2
OG0002126	2	2
OG0002127	2	1
OG0002128	2	2
OG0002129	2	2
OG0002130	2	2
OG0002131	2	2
OG0002132	2	2
OG0002133	2	2
OG0002134	1	1
OG0002135	2	2
OG0002136	2	2
OG0002137	2	2
OG0002138	2	2
OG0002139	2	2
OG0002140	3	3
OG0002141	3	3
OG0002142	2	2
OG0002143	2	2
OG0002144	3	2
OG0002145	1	1
OG0002146	3	3
OG0002147	1	1
OG0002148	0	0
OG0002149	2	2
OG0002150	2	2
OG0002151	2	2
OG0002152	2	2
OG0002153	2	2
OG0002154	1	1
OG0002155	1	1
OG0002156	2	2
OG0002157	2	2
OG0002158	2	2
OG0002159	2	2
OG0002160	2	2
OG0002161	3	3
OG0002162	2	2
OG0002163	2	2
OG0002164	2	1
OG0002165	1	1
OG0002166	3	2
OG0002167	1	0
OG0002168	1	0
OG0002169	1	1
OG0002170	2	2
OG0002171	2	2
OG0002172	2	2
OG0002173	2	2
OG0002174	2	2
OG0002175	2	2
OG0002176	2	2
OG0002177	2	2
OG0002178	2	1
OG0002179	1	0
OG0002180	1	0
OG0002181	2	2
OG0002182	2	1
OG0002183	1	1
OG0002184	1	0
OG0002185	1	0
OG0002186	1	1
OG0002187	2	1
OG0002188	2	1
OG0002189	2	2
OG0002190	2	2
OG0002191	2	2
OG0002192	7	6
OG0002193	2	2
OG0002194	2	2
OG0002195	1	1
OG0002196	3	1
OG0002197	3	2
OG0002198	2	1
OG0002199	2	2
OG0002200	3	3
OG0002201	2	2
OG0002202	2	1
OG0002203	2	2
OG0002204	2	2
OG0002205	2	2
OG0002206	2	2
OG0002207	1	0
OG0002208	1	0
OG0002209	2	2
OG0002210	3	3
OG0002211	2	2
OG0002212	2	2
OG0002213	2	1
OG0002214	2	2
OG0002215	2	2
OG0002216	2	1
OG0002217	2	0
OG0002218	3	3
OG0002219	1	1
OG0002220	1	0
OG0002221	2	2
OG0002222	4	4
OG0002223	2	2
OG0002224	2	2
OG0002225	1	0
OG0002226	2	1
OG0002227	3	3
OG0002228	3	3
OG0002229	1	0
OG0002230	2	2
OG0002231	2	2
OG0002232	2	2
OG0002233	2	2
OG0002234	2	2
OG0002235	2	2
OG0002236	1	1
OG0002237	2	2
OG0002238	2	2
OG0002239	2	2
OG0002240	2	1
OG0002241	2	2
OG0002242	2	2
OG0002243	2	2
OG0002244	1	1
OG0002245	2	2
OG0002246	2	2
OG0002247	2	2
OG0002248	2	2
OG0002249	2	2
OG0002250	2	1
OG0002251	2	2
OG0002252	3	3
OG0002253	3	3
OG0002254	2	2
OG0002255	2	2
OG0002256	2	2
OG0002257	2	2
OG0002258	1	1
OG0002259	2	2
OG0002260	2	2
OG0002261	1	1
OG0002262	2	2
OG0002263	2	2
OG0002264	2	1
OG0002265	2	2
OG0002266	1	0
OG0002267	2	1
OG0002268	2	1
OG0002269	1	1
OG0002270	1	0
OG0002271	2	1
OG0002272	1	1
OG0002273	2	2
OG0002274	2	1
OG0002275	2	2
OG0002276	4	4
OG0002277	2	2
OG0002278	1	1
OG0002279	2	2
OG0002280	2	2
OG0002281	2	2
OG0002282	2	2
OG0002283	1	0
OG0002284	3	3
OG0002285	2	2
OG0002286	2	2
OG0002287	2	0
OG0002288	3	3
OG0002289	2	2
OG0002290	2	2
OG0002291	2	1
OG0002292	2	1
OG0002293	1	0
OG0002294	1	0
OG0002295	2	2
OG0002296	1	1
OG0002297	2	1
OG0002298	2	2
OG0002299	2	2
OG0002300	2	2
OG0002301	1	1
OG0002302	2	2
OG0002303	3	3
OG0002304	2	2
OG0002305	2	2
OG0002306	2	2
OG0002307	3	3
OG0002308	2	2
OG0002309	2	2
OG0002310	2	2
OG0002311	2	2
OG0002312	2	2
OG0002313	2	2
OG0002314	2	1
OG0002315	2	2
OG0002316	2	2
OG0002317	2	1
OG0002318	2	1
OG0002319	1	1
OG0002320	2	1
OG0002321	1	0
OG0002322	2	2
OG0002323	2	2
OG0002324	3	3
OG0002325	1	1
OG0002326	2	1
OG0002327	2	1
OG0002328	3	3
OG0002329	2	2
OG0002330	2	2
OG0002331	2	2
OG0002332	2	2
OG0002333	2	2
OG0002334	3	3
OG0002335	1	0
OG0002336	2	2
OG0002337	2	1
OG0002338	3	3
OG0002339	2	2
OG0002340	3	3
OG0002341	1	1
OG0002342	4	4
OG0002343	2	1
OG0002344	2	2
OG0002345	3	3
OG0002346	2	2
OG0002347	2	2
OG0002348	2	2
OG0002349	2	2
OG0002350	2	2
OG0002351	2	2
OG0002352	3	3
OG0002353	2	2
OG0002354	4	4
OG0002355	1	0
OG0002356	2	2
OG0002357	2	1
OG0002358	2	2
OG0002359	2	2
OG0002360	1	0
OG0002361	2	1
OG0002362	2	2
OG0002363	2	2
OG0002364	1	1
OG0002365	2	2
OG0002366	2	2
OG0002367	2	1
OG0002368	2	2
OG0002369	1	0
OG0002370	2	2
OG0002371	2	2
OG0002372	2	2
OG0002373	1	1
OG0002374	2	1
OG0002375	1	0
OG0002376	3	1
OG0002377	2	2
OG0002378	2	2
OG0002379	1	0
OG0002380	2	2
OG0002381	2	2
OG0002382	1	1
OG0002383	2	2
OG0002384	2	2
OG0002385	2	2
OG0002386	3	3
OG0002387	1	0
OG0002388	1	0
OG0002389	2	2
OG0002390	2	0
OG0002391	2	2
OG0002392	2	2
OG0002393	2	2
OG0002394	2	1
OG0002395	1	1
OG0002396	3	2
OG0002397	2	2
OG0002398	11	6
OG0002399	1	0
OG0002400	2	1
OG0002401	2	2
OG0002402	2	2
OG0002403	2	2
OG0002404	2	2
OG0002405	2	2
OG0002406	1	0
OG0002407	2	2
OG0002408	2	2
OG0002409	2	2
OG0002410	2	2
OG0002411	2	2
OG0002412	2	2
OG0002413	1	0
OG0002414	2	1
OG0002415	8	6
OG0002416	2	1
OG0002417	2	1
OG0002418	2	1
OG0002419	3	3
OG0002420	2	2
OG0002421	2	2
OG0002422	2	2
OG0002423	1	1
OG0002424	2	2
OG0002425	2	2
OG0002426	2	2
OG0002427	3	3
OG0002428	1	0
OG0002429	1	1
OG0002430	1	1
OG0002431	1	1
OG0002432	2	1
OG0002433	2	2
OG0002434	2	2
OG0002435	3	3
OG0002436	2	2
OG0002437	2	2
OG0002438	2	1
OG0002439	2	2
OG0002440	2	2
OG0002441	2	2
OG0002442	2	2
OG0002443	2	2
OG0002444	2	2
OG0002445	2	1
OG0002446	2	2
OG0002447	2	2
OG0002448	2	1
OG0002449	2	2
OG0002450	2	2
OG0002451	2	2
OG0002452	2	2
OG0002453	2	2
OG0002454	2	1
OG0002455	2	2
OG0002456	1	1
OG0002457	1	0
OG0002458	1	0
OG0002459	2	2
OG0002460	2	2
OG0002461	2	2
OG0002462	2	2
OG0002463	9	8
OG0002464	1	0
OG0002465	2	2
OG0002466	2	1
OG0002467	2	2
OG0002468	1	1
OG0002469	2	2
OG0002470	2	2
OG0002471	2	2
OG0002472	2	2
OG0002473	2	2
OG0002474	2	2
OG0002475	2	2
OG0002476	2	1
OG0002477	2	1
OG0002478	1	1
OG0002479	2	2
OG0002480	2	2
OG0002481	2	2
OG0002482	2	2
OG0002483	3	2
OG0002484	2	2
OG0002485	2	1
OG0002486	2	0
OG0002487	1	1
OG0002488	3	3
OG0002489	2	1
OG0002490	2	1
OG0002491	1	1
OG0002492	2	2
OG0002493	2	1
OG0002494	2	2
OG0002495	2	2
OG0002496	2	2
OG0002497	1	1
OG0002498	2	2
OG0002499	2	2
OG0002500	2	2
OG0002501	2	2
OG0002502	3	3
OG0002503	3	2
OG0002504	3	3
OG0002505	2	2
OG0002506	2	0
OG0002507	2	2
OG0002508	2	2
OG0002509	2	2
OG0002510	2	2
OG0002511	2	2
OG0002512	2	2
OG0002513	2	2
OG0002514	4	4
OG0002515	2	2
OG0002516	2	2
OG0002517	2	2
OG0002518	2	2
OG0002519	1	1
OG0002520	2	1
OG0002521	0	0
OG0002522	2	1
OG0002523	2	2
OG0002524	1	1
OG0002525	2	2
OG0002526	2	2
OG0002527	2	2
OG0002528	2	1
OG0002529	2	2
OG0002530	2	2
OG0002531	1	0
OG0002532	3	3
OG0002533	2	2
OG0002534	2	2
OG0002535	2	2
OG0002536	2	1
OG0002537	1	0
OG0002538	1	1
OG0002539	2	2
OG0002540	2	2
OG0002541	2	2
OG0002542	2	2
OG0002543	2	1
OG0002544	2	2
OG0002545	3	2
OG0002546	1	0
OG0002547	1	0
OG0002548	2	2
OG0002549	2	2
OG0002550	1	0
OG0002551	2	2
OG0002552	2	2
OG0002553	1	0
OG0002554	2	2
OG0002555	2	2
OG0002556	2	2
OG0002557	2	2
OG0002558	0	0
OG0002559	2	2
OG0002560	2	2
OG0002561	3	3
OG0002562	1	0
OG0002563	1	0
OG0002564	2	2
OG0002565	1	0
OG0002566	2	1
OG0002567	2	0
OG0002568	2	2
OG0002569	1	0
OG0002570	2	2
OG0002571	2	2
OG0002572	2	2
OG0002573	2	1
OG0002574	2	1
OG0002575	1	0
OG0002576	2	1
OG0002577	1	1
OG0002578	2	2
OG0002579	2	2
OG0002580	2	2
OG0002581	2	2
OG0002582	2	2
OG0002583	2	2
OG0002584	1	1
OG0002585	2	2
OG0002586	1	0
OG0002587	1	0
OG0002588	2	2
OG0002589	2	2
OG0002590	2	2
OG0002591	2	2
OG0002592	2	2
OG0002593	1	0
OG0002594	3	3
OG0002595	2	2
OG0002596	2	2
OG0002597	2	2
OG0002598	2	2
OG0002599	2	2
OG0002600	2	2
OG0002601	2	2
OG0002602	3	2
OG0002603	2	2
OG0002604	2	2
OG0002605	2	2
OG0002606	2	2
OG0002607	2	2
OG0002608	2	2
OG0002609	2	2
OG0002610	1	0
OG0002611	1	0
OG0002612	2	2
OG0002613	2	2
OG0002614	2	1
OG0002615	2	1
OG0002616	2	2
OG0002617	2	1
OG0002618	1	1
OG0002619	1	0
OG0002620	2	2
OG0002621	2	1
OG0002622	2	2
OG0002623	2	2
OG0002624	1	1
OG0002625	2	2
OG0002626	2	2
OG0002627	2	2
OG0002628	2	2
OG0002629	2	2
OG0002630	2	2
OG0002631	2	2
OG0002632	2	2
OG0002633	2	2
OG0002634	2	2
OG0002635	1	1
OG0002636	2	2
OG0002637	2	2
OG0002638	2	2
OG0002639	2	2
OG0002640	1	0
OG0002641	2	2
OG0002642	2	2
OG0002643	2	2
OG0002644	2	2
OG0002645	2	0
OG0002646	2	2
OG0002647	2	2
OG0002648	1	0
OG0002649	2	2
OG0002650	2	2
OG0002651	2	2
OG0002652	2	2
OG0002653	2	1
OG0002654	2	2
OG0002655	1	0
OG0002656	2	2
OG0002657	2	2
OG0002658	2	2
OG0002659	2	2
OG0002660	2	2
OG0002661	2	2
OG0002662	1	0
OG0002663	1	1
OG0002664	1	1
OG0002665	2	2
OG0002666	1	0
OG0002667	2	2
OG0002668	2	2
OG0002669	1	1
OG0002670	2	2
OG0002671	2	2
OG0002672	2	2
OG0002673	1	1
OG0002674	2	2
OG0002675	2	2
OG0002676	2	2
OG0002677	2	2
OG0002678	3	3
OG0002679	2	2
OG0002680	1	1
OG0002681	2	2
OG0002682	2	2
OG0002683	2	2
OG0002684	1	1
OG0002685	2	2
OG0002686	2	2
OG0002687	2	2
OG0002688	3	2
OG0002689	2	2
OG0002690	2	2
OG0002691	2	2
OG0002692	1	0
OG0002693	2	2
OG0002694	2	2
OG0002695	1	1
OG0002696	2	2
OG0002697	2	2
OG0002698	2	2
OG0002699	3	2
OG0002700	7	3
OG0002701	2	2
OG0002702	2	0
OG0002703	2	1
OG0002704	1	1
OG0002705	2	1
OG0002706	3	3
OG0002707	1	1
OG0002708	3	3
OG0002709	2	1
OG0002710	1	1
OG0002711	2	2
OG0002712	2	1
OG0002713	2	2
OG0002714	2	1
OG0002715	2	2
OG0002716	2	2
OG0002717	2	1
OG0002718	2	1
OG0002719	2	1
OG0002720	2	1
OG0002721	3	2
OG0002722	2	1
OG0002723	1	0
OG0002724	2	2
OG0002725	2	1
OG0002726	2	1
OG0002727	2	0
OG0002728	2	2
OG0002729	1	1
OG0002730	2	2
OG0002731	1	0
OG0002732	2	2
OG0002733	2	2
OG0002734	2	2
OG0002735	2	1
OG0002736	2	2
OG0002737	1	1
OG0002738	4	2
OG0002739	2	2
OG0002740	2	2
OG0002741	1	0
OG0002742	1	1
OG0002743	2	1
OG0002744	3	2
OG0002745	2	2
OG0002746	2	2
OG0002747	2	2
OG0002748	2	2
OG0002749	2	2
OG0002750	2	2
OG0002751	2	2
OG0002752	2	2
OG0002753	3	3
OG0002754	3	0
OG0002755	2	0
OG0002756	1	1
OG0002757	2	1
OG0002758	3	2
OG0002759	2	0
OG0002760	2	1
OG0002761	2	1
OG0002762	2	1
OG0002763	2	2
OG0002764	2	2
OG0002765	2	2
OG0002766	1	1
OG0002767	2	2
OG0002768	3	2
OG0002769	2	2
OG0002770	2	2
OG0002771	2	2
OG0002772	1	1
OG0002773	1	0
OG0002774	1	1
OG0002775	2	2
OG0002776	2	0
OG0002777	2	2
OG0002778	2	2
OG0002779	2	2
OG0002780	1	1
OG0002781	1	0
OG0002782	1	1
OG0002783	2	1
OG0002784	3	3
OG0002785	4	4
OG0002786	1	1
OG0002787	2	2
OG0002788	2	2
OG0002789	2	2
OG0002790	2	2
OG0002791	2	2
